疾病编码,总费用,总住院天数,总住院次数,总人数,平均费用,平均住院次数
C49.100x001,1528523.87,704,76,53,20112.15618,1.433962264
I08.800,7155888.22,840,76,53,94156.42395,1.433962264
I08.005,7533494.24,1865,162,113,46503.05086,1.433628319
D75.803,969208.9,556,43,30,22539.74186,1.433333333
F95.201,278947.91,677,43,30,6487.160698,1.433333333
I21.200x019,4244426.05,1077,139,97,30535.43921,1.432989691
M05.102+J99.0*,12315081.42,12198,1291,901,9539.180031,1.432852386
R74.800x007,468073.15,544,96,67,4875.761979,1.432835821
G04.908,9200084.69,10563,629,439,14626.52574,1.432801822
D69.000x006,1956328.61,2227,255,178,7671.876902,1.43258427
M41.101,14716986.06,3380,255,178,57713.67082,1.43258427
Q85.903,15194280.65,5452,653,456,23268.42366,1.432017544
M05.800,5064481.8,6325,756,528,6699.05,1.431818182
S05.500x002,4757874.78,2109,378,264,12586.97032,1.431818182
Z51.002,180127410.9,139598,7082,4948,25434.53981,1.431285368
C85.100x031,16812908.9,7967,644,450,26107.0014,1.431111111
I77.800x021,11111362.84,1416,123,86,90336.28325,1.430232558
I47.100x004,81368188.07,8591,2244,1569,36260.33336,1.430210325
G93.903,9030025.66,4399,582,407,15515.50801,1.42997543
C50.500x001,24942712.24,12081,1233,863,20229.28811,1.428736964
A16.301,141451.61,134,10,7,14145.161,1.428571429
A18.212,434788.24,517,30,21,14492.94133,1.428571429
A53.000x002,91590.61,96,30,21,3053.020333,1.428571429
B17.203,190781.81,272,20,14,9539.0905,1.428571429
B37.003,45700.19,89,10,7,4570.019,1.428571429
B90.102+N29.1*,126413.31,80,10,7,12641.331,1.428571429
C31.900x001,609940.21,632,60,42,10165.67017,1.428571429
C44.306,121337.78,74,10,7,12133.778,1.428571429
C60.201,100549.47,136,10,7,10054.947,1.428571429
C69.402,118994.29,245,10,7,11899.429,1.428571429
C83.307,193075.95,94,10,7,19307.595,1.428571429
D14.001,97097.98,82,10,7,9709.798,1.428571429
D17.700x028,534664.44,247,30,21,17822.148,1.428571429
D18.000x821,66800.02,48,10,7,6680.002,1.428571429
D18.014,837816.53,360,40,28,20945.41325,1.428571429
D32.900x003,237800.03,96,10,7,23780.003,1.428571429
D33.000x003,332170.37,143,10,7,33217.037,1.428571429
D36.100x045,505240.07,114,10,7,50524.007,1.428571429
D43.102,1639064.96,309,20,14,81953.248,1.428571429
D44.501,342025.85,210,20,14,17101.2925,1.428571429
D48.000x001,343926.87,140,10,7,34392.687,1.428571429
D68.208,145527.06,70,10,7,14552.706,1.428571429
D68.300x003,46514.59,39,10,7,4651.459,1.428571429
D73.802,277446.48,116,10,7,27744.648,1.428571429
E05.302,138962.49,73,10,7,13896.249,1.428571429
E65.x00x006,45076.05,22,10,7,4507.605,1.428571429
E78.200x003,97154.66,99,10,7,9715.466,1.428571429
E80.400,25676.2,41,10,7,2567.62,1.428571429
E85.413+L99.0*,52011.11,93,10,7,5201.111,1.428571429
G03.903,115965.99,123,10,7,11596.599,1.428571429
G04.200,1564196.6,779,30,21,52139.88667,1.428571429
G12.200x016,93914.84,106,10,7,9391.484,1.428571429
G24.101,169357.47,234,10,7,16935.747,1.428571429
G93.000,1920201.79,430,50,35,38404.0358,1.428571429
H02.809,41934.18,21,10,7,4193.418,1.428571429
H33.501,96804.78,67,10,7,9680.478,1.428571429
I51.708,103788.36,98,10,7,10378.836,1.428571429
I69.101,30634.11,131,10,7,3063.411,1.428571429
I74.200x001,664616.28,356,40,28,16615.407,1.428571429
I74.300x131,240467.7,102,10,7,24046.77,1.428571429
I74.800x008,70980.97,23,10,7,7098.097,1.428571429
J44.000|,46531.43,83,10,7,4653.143,1.428571429
J86.019,90023.7,108,10,7,9002.37,1.428571429
J98.010,100502.76,90,10,7,10050.276,1.428571429
K51.302,222849.59,329,40,28,5571.23975,1.428571429
K55.003,1345748.48,429,30,21,44858.28267,1.428571429
K56.400x003,239855.84,124,10,7,23985.584,1.428571429
K70.302,70959.55,63,10,7,7095.955,1.428571429
K71.100x003,78093.7,121,10,7,7809.37,1.428571429
K76.800x025,103443.37,97,10,7,10344.337,1.428571429
K83.302,347141.13,148,10,7,34714.113,1.428571429
K91.813,263807.39,356,20,14,13190.3695,1.428571429
L90.500x005,115100.35,46,10,7,11510.035,1.428571429
M67.800x091,112252.56,194,10,7,11225.256,1.428571429
M72.401,58943.8,93,10,7,5894.38,1.428571429
M85.600x092,303647.09,98,10,7,30364.709,1.428571429
N28.827,891408.51,556,40,28,22285.21275,1.428571429
N50.800x028,68814.45,62,10,7,6881.445,1.428571429
N89.800x008,37543.37,20,10,7,3754.337,1.428571429
N90.801,231508.99,85,20,14,11575.4495,1.428571429
Q52.408,46408.24,33,10,7,4640.824,1.428571429
Q64.200,127542.66,69,10,7,12754.266,1.428571429
Q99.100x003,228455.95,139,20,14,11422.7975,1.428571429
R57.800x003,80685.99,96,10,7,8068.599,1.428571429
R77.101,137571.98,118,20,14,6878.599,1.428571429
"T14.001,",21735.14,67,10,7,2173.514,1.428571429
T43.300,14371.18,13,10,7,1437.118,1.428571429
T81.500x006,170653.5,92,10,7,17065.35,1.428571429
Z47.800x029,630975.22,210,30,21,21032.50733,1.428571429
I97.807,72242913.7,18889,5460,3823,13231.30288,1.42819775
K83.105,5661852.35,2577,237,166,23889.67236,1.427710843
L89.308,2066624.49,4700,187,131,11051.46786,1.427480916
C79.500x021,1499484.31,1169,137,96,10945.14095,1.427083333
N30.100,3984037.95,2828,401,281,9935.256733,1.427046263
I08.300x002,56212589.66,6593,508,356,110654.7041,1.426966292
I97.101,2290699.98,1062,117,82,19578.63231,1.426829268
L03.000x016,146600.17,209,97,68,1511.341959,1.426470588
C15.500,54892350.46,20084,1422,997,38602.21551,1.426278837
D47.100,714228.22,815,87,61,8209.51977,1.426229508
H05.801,855085.76,449,174,122,4914.285977,1.426229508
K70.300x007+I98.3*,16342123.91,7160,857,601,19068.98939,1.425956739
I34.100,17547851.23,3160,298,209,58885.40681,1.425837321
D36.109,21264834.53,4706,412,289,51613.67604,1.425605536
M85.600x021,1528411.89,624,67,47,22812.11776,1.425531915
C50.200x001,37959577.39,18198,1834,1287,20697.6976,1.425019425
C79.305,2968049.27,815,57,40,52071.03982,1.425
C88.000,826241.31,712,57,40,14495.46158,1.425
G40.001,511690.45,362,114,80,4488.512719,1.425
K55.000x011,3428358.19,704,57,40,60146.63491,1.425
R62.800,128840.76,59,57,40,2260.364211,1.425
I97.804,1452647.8,862,151,106,9620.184106,1.424528302
A18.027+M01.1*,694978.27,593,47,33,14786.7717,1.424242424
C13.900x002,931196.4,559,47,33,19812.68936,1.424242424
F30.800,373683.86,1673,47,33,7950.720426,1.424242424
F32.300,71162773.75,134255,6450,4529,11032.98818,1.424155443
Z43.300,4859443.46,2778,225,158,21597.52649,1.424050633
D73.901,1925788.35,550,84,59,22926.05179,1.423728814
C16.800x002,815098.06,378,37,26,22029.6773,1.423076923
H83.800x003,290953.55,357,37,26,7863.609459,1.423076923
L44.000,270549.85,489,37,26,7312.158108,1.423076923
N36.100,1453956.81,1140,148,104,9824.0325,1.423076923
C60.900,7795722.05,8903,670,471,11635.40604,1.422505308
E43.x00x001,5902962.65,9605,569,400,10374.27531,1.4225
Z46.602,9009605.15,5903,1385,974,6505.130072,1.421971253
Z51.500x003,88811509.85,125573,11041,7767,8043.792215,1.421526973
L85.900x001,1642213,842,253,178,6490.960474,1.421348315
K52.000x001,2539835.62,3219,334,235,7604.298263,1.421276596
C14.001,1503582.37,1833,189,133,7955.462275,1.421052632
C97.x01,798197.51,614,27,19,29562.87074,1.421052632
F50.000,1514222.02,1139,81,57,18694.09901,1.421052632
F90.900,236569.48,1440,27,19,8761.832593,1.421052632
G25.300,174125.44,182,54,38,3224.545185,1.421052632
G30.901?F00.9*,56183.1,671,27,19,2080.855556,1.421052632
I10.x00x016,150827.01,165,27,19,5586.185556,1.421052632
I72.800x051,561328.86,181,27,19,20789.95778,1.421052632
L66.300x001,147359.43,233,27,19,5457.756667,1.421052632
T81.004,624809,546,108,76,5785.268519,1.421052632
M06.900,182903122.2,253859,33218,23379,5506.144927,1.420847769
F33.900,26499544.58,68996,2357,1659,11242.91242,1.420735383
C34.900x001,203292086.6,199920,17763,12505,11444.69328,1.420471811
I08.306,53804375.26,9114,551,388,97648.59394,1.420103093
D01.405,1970310.03,994,71,50,27750.84549,1.42
D18.106,1625238.07,708,71,50,22890.67704,1.42
R91.x02,69297697.54,30848,4581,3227,15127.19876,1.419584754
M19.900x091,5561572.1,5967,934,658,5954.573983,1.419452888
C50.800x004,740488.99,538,44,31,16829.29523,1.419354839
D32.019,15248044.67,3775,264,186,57757.74496,1.419354839
G24.901,681569.84,584,44,31,15490.22364,1.419354839
M06.000x001,315910.16,419,44,31,7179.776364,1.419354839
M24.100x071,5292459.37,1630,220,155,24056.6335,1.419354839
Q24.502,2003636.6,424,44,31,45537.19545,1.419354839
N18.804,104555764.6,119889,11380,8018,9187.677031,1.41930656
G00.901,7272707.27,6689,457,322,15914.02028,1.419254658
D13.600x001,34639658.68,10513,698,492,49627.01817,1.418699187
I74.006,2916393.1,600,61,43,47809.72295,1.418604651
I67.108,84519796.83,13234,1147,809,73687.7043,1.417799753
G40.800,2962854.6,4457,550,388,5387.008364,1.417525773
I08.300x001,64207269.13,8241,659,465,97431.36439,1.417204301
C48.200,4514952.61,3097,231,163,19545.24939,1.417177914
A43.000,993767.52,772,51,36,19485.63765,1.416666667
B49.x00x019,2946359.81,1052,51,36,57771.76098,1.416666667
C76.401,172589.61,144,17,12,10152.33,1.416666667
C84.400,825886.1,628,51,36,16193.8451,1.416666667
C92.102,124449.98,207,17,12,7320.587059,1.416666667
D17.700x009,416682.3,147,17,12,24510.72353,1.416666667
D17.700x015,2081336.68,587,51,36,40810.52314,1.416666667
D18.000x850,1039403.64,643,272,192,3821.336912,1.416666667
D21.100x004,101108.66,81,17,12,5947.568235,1.416666667
D23.000,56616.26,38,17,12,3330.368235,1.416666667
D48.100x015,159116.59,108,17,12,9359.799412,1.416666667
E07.802,205628,96,17,12,12095.76471,1.416666667
E20.000x003,81664.89,104,17,12,4803.817059,1.416666667
E24.901,386464.31,272,17,12,22733.19471,1.416666667
F07.901,105364.42,485,17,12,6197.907059,1.416666667
F98.800x001,43869.6,65,17,12,2580.564706,1.416666667
G11.100x002,1418542.04,1935,170,120,8344.364941,1.416666667
G71.900x001,103408.84,186,17,12,6082.872941,1.416666667
H11.807,63045.17,42,17,12,3708.539412,1.416666667
I35.101,2270132.43,395,17,12,133537.2018,1.416666667
I60.600x003,1167093.39,236,17,12,68652.55235,1.416666667
I74.005,920619.29,121,17,12,54154.07588,1.416666667
I89.800x007,359923.32,262,17,12,21171.96,1.416666667
K86.805,711993.01,287,17,12,41881.94176,1.416666667
M81.400,328537.89,306,170,120,1932.575824,1.416666667
R91.x00x005,159562.33,127,17,12,9386.019412,1.416666667
S36.201,2805811.9,815,51,36,55015.91961,1.416666667
D68.900x007,4317075.58,4641,643,454,6713.958911,1.416299559
K22.800x024,3782607.34,2184,313,221,12085.00748,1.416289593
G04.909,10396103.57,8633,541,382,19216.45762,1.416230366
C02.900,22427203.78,11334,991,700,22630.88172,1.415714286
I80.103,4008477.77,850,92,65,43570.41054,1.415384615
I08.103,43021897.18,10496,944,667,45574.04362,1.415292354
G04.914,3018825.82,1609,133,94,22697.9385,1.414893617
C15.100x003,144389490.6,59945,4240,2997,34054.12514,1.414748081
G54.003,385858.18,861,58,41,6652.727241,1.414634146
Q69.200,973600.34,574,116,82,8393.106379,1.414634146
I74.201,2232088.89,769,99,70,22546.35242,1.414285714
C54.100,154836106,72067,6698,4736,23116.7671,1.414273649
C64.x00x001,152037170.6,63469,5213,3687,29165.0049,1.413886629
K50.100,301052.16,228,41,29,7342.73561,1.413793103
K91.800x108,1551585.86,1070,82,58,18921.77878,1.413793103
I09.900,40202211.22,67210,8321,5887,4831.415842,1.413453372
J84.100x012,3959764.32,3787,342,242,11578.25825,1.41322314
F41.100,39432231.24,90787,4981,3525,7916.529058,1.413049645
N13.500x009,1125569.09,627,65,46,17316.44754,1.413043478
O36.900,213097.43,347,65,46,3278.422,1.413043478
Z30.200x002,594997.14,732,397,281,1498.73335,1.412811388
C76.200,9024361.98,5878,524,371,17222.06485,1.412398922
E23.000x008,1059630.31,1405,161,114,6581.55472,1.412280702
C50.300x001,15223599.34,7237,723,512,21056.154,1.412109375
C76.000x008,426587.18,251,24,17,17774.46583,1.411764706
C90.200,383608.26,336,24,17,15983.6775,1.411764706
N48.400x003,973836.12,235,120,85,8115.301,1.411764706
S02.100x003,116529.03,173,24,17,4855.37625,1.411764706
S12.100x003,2452812.9,939,48,34,51100.26875,1.411764706
D69.300,13549220.47,14079,1540,1091,8798.19511,1.411549038
I08.100x001,31175579.7,4595,374,265,83357.16497,1.411320755
D18.000x024,4238445.64,1296,103,73,41149.95767,1.410958904
C24.000x006,9646184.09,6867,491,348,19645.99611,1.41091954
E11.200x215+N08.3*,28912989.37,32498,2620,1857,11035.49213,1.41087776
K83.809,859448.91,487,55,39,15626.34382,1.41025641
D48.301,12261975.06,5178,516,366,23763.51756,1.409836066
T81.018,1567119.44,859,86,61,18222.31907,1.409836066
Z51.000x008,37367782.59,11142,1125,798,33215.80675,1.409774436
E04.200,18882201.28,5910,1490,1057,12672.61831,1.409649953
T85.401,5682504.53,2333,382,271,14875.66631,1.409594096
D18.000x507,1409403.35,812,148,105,9522.995608,1.40952381
C43.500,354980.81,432,31,22,11450.99387,1.409090909
C82.101,357444.33,241,31,22,11530.46226,1.409090909
C85.900x015,1200401.68,533,31,22,38722.63484,1.409090909
D48.900x008+G13.0*,3109640.03,1606,124,88,25077.74218,1.409090909
G06.004,900184.11,402,31,22,29038.1971,1.409090909
G62.800x008,429965.93,414,31,22,13869.86871,1.409090909
H34.204,116010.4,142,31,22,3742.270968,1.409090909
H50.802,209389.77,60,31,22,6754.50871,1.409090909
I27.200x015,719537.97,570,62,44,11605.45113,1.409090909
I48.x00x009,311821.14,157,31,22,10058.74645,1.409090909
K31.810,761451.85,308,31,22,24562.9629,1.409090909
K91.000,151372.19,249,31,22,4882.973871,1.409090909
L20.804,64656.35,148,31,22,2085.68871,1.409090909
P57.901,195397.49,153,31,22,6303.144839,1.409090909
Q26.300,1700725.84,332,31,22,54862.12387,1.409090909
Q27.818,1668541.1,710,155,110,10764.78129,1.409090909
T90.501,1666055.13,3578,93,66,17914.57129,1.409090909
M93.800,673614.16,2401,286,203,2355.294266,1.408866995
Q44.400,8561212.08,2959,193,137,44358.61181,1.408759124
C78.600x004,10758655.05,5606,455,323,23645.39571,1.408668731
A15.201,24056196.26,10019,807,573,29809.41296,1.408376963
G90.301,3947935.55,4163,376,267,10499.82859,1.4082397
Q21.102,66591735.64,14671,1974,1402,33734.41522,1.407988588
C21.100,3985305.82,2851,228,162,17479.41149,1.407407407
D32.005,24481011.73,5826,532,378,46016.93934,1.407407407
D48.134,2166971.16,1057,152,108,14256.38921,1.407407407
F31.300x012,1150565.6,2396,114,81,10092.6807,1.407407407
I72.404,2903390.3,1059,76,54,38202.50395,1.407407407
O71.001,6348620.23,3840,674,479,9419.317849,1.407098121
K63.210,6188586.92,3885,242,172,25572.67322,1.406976744
I67.100x023,8142028.96,1607,166,118,49048.36723,1.406779661
S06.710,6844156.85,2818,83,59,82459.72108,1.406779661
C79.501,1413007.22,734,45,32,31400.16044,1.40625
G21.900,359070.4,456,45,32,7979.342222,1.40625
D45.x00,2105339.48,2134,322,229,6538.321366,1.406113537
H33.102,2775843.61,411,187,133,14844.08348,1.406015038
K74.616+I98.2*,32099847.51,26823,2954,2101,10866.56991,1.405997144
F33.100x001,4093318.33,8526,433,308,9453.391062,1.405844156
I69.100x002,86450303.17,116505,4157,2957,20796.32022,1.405816706
E11.406+G99.0*,2844422.22,5104,454,323,6265.247181,1.405572755
C69.000x001,339597.68,244,52,37,6530.724615,1.405405405
I30.900x003,577051.99,407,52,37,11097.15365,1.405405405
I35.808,10556263.57,1397,104,74,101502.5343,1.405405405
I47.100x005,51637779.95,5448,1328,945,38883.87044,1.405291005
K74.615+I98.3*,71973152.73,42569,4600,3274,15646.33755,1.405009163
H47.200,4380626.65,5884,455,324,9627.750879,1.404320988
Q53.102,1940566.92,1024,219,156,8861.036164,1.403846154
H40.100,9642884.21,5257,1408,1003,6848.639354,1.403788634
C78.700x011,95397737.07,42735,4132,2944,23087.54527,1.403532609
F84.002,699449.83,5290,80,57,8743.122875,1.403508772
C16.802,9711526.66,4038,327,233,29698.85829,1.403433476
C17.100,11607043.48,4336,268,191,43309.86373,1.403141361
K60.500,2220228.45,2202,268,191,8284.434515,1.403141361
I69.100,29571896.17,96063,5709,4069,5179.873212,1.403047432
K51.500,973170.56,1414,282,201,3450.959433,1.402985075
J98.417,7308200.92,2413,296,211,24689.86797,1.402843602
N05.000x004,953983.9,1150,115,82,8295.512174,1.402439024
C18.900,77507451.37,59126,5002,3567,15495.29216,1.402298851
H35.307,620568.77,1064,136,97,4563.005662,1.402061856
C18.100,12983131.92,5968,443,316,29307.29553,1.401898734
C91.100,10752468.58,8840,775,553,13874.15301,1.401446655
A18.808+I32.0*,3762978.94,3131,220,157,17104.44973,1.401273885
B44.800x010,2828858.37,1233,220,157,12858.44714,1.401273885
J86.903,6864218.87,5358,304,217,22579.66734,1.400921659
C24.100,20054115.58,6423,332,237,60403.96259,1.400843882
A04.700x002,187078.36,235,21,15,8908.493333,1.4
A18.015+M90.0*,75590.72,58,7,5,10798.67429,1.4
A18.817+K87.1*,95268.24,95,7,5,13609.74857,1.4
A28.801,212066.64,126,7,5,30295.23429,1.4
A32.102+G05.0*,834293.05,306,14,10,59592.36071,1.4
A52.100x007+G05.0*,95416,156,14,10,6815.428571,1.4
B37.205,104874.81,129,7,5,14982.11571,1.4
B42.900,13980.68,31,7,5,1997.24,1.4
B60.100x004+H16.9*,27267.94,55,7,5,3895.42,1.4
B90.200x003,352421.4,77,7,5,50345.91429,1.4
C38.002,436281.64,106,7,5,62325.94857,1.4
C41.302,745832.52,397,42,30,17757.91714,1.4
C43.502,142248.73,119,14,10,10160.62357,1.4
C49.900,74389.14,80,14,10,5313.51,1.4
C50.800x005,81694.96,50,7,5,11670.70857,1.4
C72.500,311039.41,268,14,10,22217.10071,1.4
C77.207,207004.09,109,7,5,29572.01286,1.4
C79.302,6554483.86,2234,203,145,32288.09783,1.4
C79.311,461062.58,106,7,5,65866.08286,1.4
C79.900,344951.19,636,63,45,5475.415714,1.4
C83.100,79805.68,75,7,5,11400.81143,1.4
C83.402,1123204.63,459,28,20,40114.45107,1.4
C88.900x001,200905.86,73,7,5,28700.83714,1.4
C90.200x021,326856.22,157,7,5,46693.74571,1.4
C92.402,843660.53,602,35,25,24104.58657,1.4
C93.002,151694.12,105,7,5,21670.58857,1.4
D16.400x019,65299.69,39,7,5,9328.527143,1.4
D17.700x025,385404.62,128,7,5,55057.80286,1.4
D18.100x019,155857.69,98,21,15,7421.794762,1.4
D18.100x021,193604.52,120,21,15,9219.262857,1.4
D31.200,50494.68,17,7,5,7213.525714,1.4
D36.100x036,96206.47,61,7,5,13743.78143,1.4
D39.000x001,898334.58,386,42,30,21388.91857,1.4
D43.301,35398.31,67,7,5,5056.901429,1.4
D43.400x003,308977.72,69,7,5,44139.67429,1.4
D43.900x004,381007.03,94,7,5,54429.57571,1.4
D48.114,305848.19,110,21,15,14564.19952,1.4
D48.119,84993.44,34,7,5,12141.92,1.4
D61.801,73599.71,57,7,5,10514.24429,1.4
D76.303,62248.17,73,7,5,8892.595714,1.4
E11.400x130+G59.0*,201557.04,249,21,15,9597.954286,1.4
E14.400x312+G99.0*,145916.75,158,7,5,20845.25,1.4
E16.100x003+G94.8*,57444.01,31,7,5,8206.287143,1.4
E23.616,37525.97,42,7,5,5360.852857,1.4
E27.100,466614.91,599,56,40,8332.409107,1.4
E65.x00x010,45266.81,47,7,5,6466.687143,1.4
E89.200x002,31896.05,66,7,5,4556.578571,1.4
F07.200x002,264615.9,238,14,10,18901.13571,1.4
F07.800x002,145641.7,239,7,5,20805.95714,1.4
F10.100x002,52873.23,146,7,5,7553.318571,1.4
F20.201,105519.61,143,7,5,15074.23,1.4
G06.000x019,562600.35,119,7,5,80371.47857,1.4
G24.400x001,750214.11,127,14,10,53586.72214,1.4
G24.900x003,10389410.4,7191,735,525,14135.25224,1.4
G25.000x001,3845459.6,520,77,55,49941.03377,1.4
G35.x00x002,119522.66,92,7,5,17074.66571,1.4
G40.100x003,43694.36,54,7,5,6242.051429,1.4
G40.306,38313.46,56,14,10,2736.675714,1.4
G62.808,85691.94,195,14,10,6120.852857,1.4
G83.200x002,82934.16,175,7,5,11847.73714,1.4
G96.900x004,187848.38,123,7,5,26835.48286,1.4
H04.100,66107.57,63,7,5,9443.938571,1.4
H04.900,16366.95,9,7,5,2338.135714,1.4
H10.103,12924.6,39,7,5,1846.371429,1.4
H61.300,417164.13,247,42,30,9932.479286,1.4
I21.200x014,162731.59,51,7,5,23247.37,1.4
I25.200x006,158521.92,65,7,5,22645.98857,1.4
I25.200x013,78249.35,64,7,5,11178.47857,1.4
I25.400x005,441625.03,149,28,20,15772.3225,1.4
I48.x00x011,1737882.87,259,28,20,62067.24536,1.4
I51.904,26263.67,45,7,5,3751.952857,1.4
I60.800x008,5246197.21,1044,63,45,83272.97159,1.4
I60.800x010,216214.73,76,7,5,30887.81857,1.4
I70.218,48029.17,105,7,5,6861.31,1.4
I71.000x015,1764229.98,133,14,10,126016.4271,1.4
I71.206,680391.04,94,7,5,97198.72,1.4
I72.000x031,134676.61,50,7,5,19239.51571,1.4
I72.005,209239.8,42,7,5,29891.4,1.4
I72.300x033,27993.01,28,7,5,3999.001429,1.4
I72.800x131,357406.6,90,7,5,51058.08571,1.4
I74.200x004,445780.35,158,21,15,21227.63571,1.4
I86.200,140561.38,65,14,10,10040.09857,1.4
"J06.900,J98.414",8937.37,39,7,5,1276.767143,1.4
J39.209,144366.34,125,21,15,6874.587619,1.4
J39.214,63270.1,39,7,5,9038.585714,1.4
J93.002,143347.62,215,21,15,6826.077143,1.4
K02.800x005,41839.88,18,7,5,5977.125714,1.4
K13.000x017,14315.31,36,7,5,2045.044286,1.4
K28.900x002,116950.79,128,21,15,5569.085238,1.4
K31.300,35540.86,68,7,5,5077.265714,1.4
K40.900x001,60979.31,32,7,5,8711.33,1.4
K57.401,257831.85,141,7,5,36833.12143,1.4
K63.500x002,211923.14,128,14,10,15137.36714,1.4
K76.602,1030679.28,277,42,30,24539.98286,1.4
K76.800x028,262458.63,82,7,5,37494.09,1.4
K76.818,126940.5,124,21,15,6044.785714,1.4
K80.400x007,161141.37,59,7,5,23020.19571,1.4
L12.300,154135.07,92,7,5,22019.29571,1.4
L73.802,65350.89,99,7,5,9335.841429,1.4
